study,site,sample_year,sample_month,latitude,longitude,sample_unit_size_sq_m,sasdate,max_depth,mean_depth,min_depth,biomass_kg_wet_per_sq_m,stipe_density_num_per_sq_m,individual_density_num_per_sq_m,percent_cover,has_bm,has_sd,has_id,has_pc,use_which,focalKelp,focalUnit,geometry,ecoregion,province,realm,focal_std_by_ecoregion,focal_std_by_province,focal_std_by_realm,focal_std_by_all,ln_focal_std_by_ecoregion,ln_focal_std_by_province,ln_focal_std_by_realm,ln_focal_std_by_all,date,month,year,year_f,year_c,trajectory,n_per_trajectory
dmr_rasher_steneck,5_2_28,2001,7,44.16329,-68.49663,1,2001-07-03,5,5,5,NA,NA,NA,72,54,0,0,2952,4,72,percent_cover,"c(-68.49663, 44.16329)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6547934823796893,0.6275579881652652,0.6275579881652652,0.6275579881652652,-0.4082788393702908,-0.45011004425846507,-0.45011004425846507,-0.45011004425846507,2001-07-03,7,2001,2001,-9.55294358135734,dmr_rasher_steneck 5_2_28,3
dmr_rasher_steneck,5_2_28,2003,6,44.16321,-68.49657,1,2003-06-09,5,5,5,NA,NA,NA,94,54,0,0,2952,4,94,percent_cover,"c(-68.49657, 44.16321)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8548692686623721,0.8193118178824296,0.8193118178824296,0.8193118178824296,-0.14517691796659377,-0.18715905719551387,-0.18715905719551387,-0.18715905719551387,2003-06-09,6,2003,2003,-7.55294358135734,dmr_rasher_steneck 5_2_28,3
dmr_rasher_steneck,5_2_28,2014,5,44.1667,-68.494,1,2014-05-26,5,5,5,NA,NA,NA,89,54,0,0,2952,4,89,percent_cover,"c(-68.494, 44.1667)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8093974990526716,0.7757314020376195,0.7757314020376195,0.7757314020376195,-0.19918596604308506,-0.2411402726426492,-0.2411402726426492,-0.2411402726426492,2014-05-26,5,2014,2014,3.44705641864266,dmr_rasher_steneck 5_2_28,3
dmr_rasher_steneck,5_2_44,2002,5,43.820496,-69.61182,1,2002-05-21,5,5,5,NA,NA,NA,4.5,54,0,0,2952,4,4.5,percent_cover,"c(-69.61182, 43.820496)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04092459264873058,0.039222374260329075,0.039222374260329075,0.039222374260329075,-2.9774093159443513,-3.011406997467694,-3.011406997467694,-3.011406997467694,2002-05-21,5,2002,2002,-8.55294358135734,dmr_rasher_steneck 5_2_44,3
dmr_rasher_steneck,5_2_44,2006,5,43.8287,-69.6167,1,2006-05-13,5,5,5,NA,NA,NA,47,54,0,0,2952,4,47,percent_cover,"c(-69.6167, 43.8287)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.42743463433118606,0.4096559089412148,0.4096559089412148,0.4096559089412148,-0.8268279915898452,-0.8683201679109096,-0.8683201679109096,-0.8683201679109096,2006-05-13,5,2006,2006,-4.55294358135734,dmr_rasher_steneck 5_2_44,3
dmr_rasher_steneck,5_2_44,2013,5,43.82211,-69.6188,1,2013-05-02,5,5,5,NA,NA,NA,10,54,0,0,2952,4,10,percent_cover,"c(-69.6188, 43.82211)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.09094353921940129,0.08716083168962017,0.08716083168962017,0.08716083168962017,-2.2931939360791787,-2.3313876148845942,-2.3313876148845942,-2.3313876148845942,2013-05-02,5,2013,2013,2.44705641864266,dmr_rasher_steneck 5_2_44,3
dmr_rasher_steneck,5_2_46,2002,5,43.862259,-69.529659,1,2002-05-21,5,5,5,NA,NA,NA,0.5,54,0,0,2952,4,0.5,percent_cover,"c(-69.529659, 43.862259)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.004547176960970065,0.004358041584481009,0.004358041584481009,0.004358041584481009,-4.230358327490618,-4.243445104573438,-4.243445104573438,-4.243445104573438,2002-05-21,5,2002,2002,-8.55294358135734,dmr_rasher_steneck 5_2_46,3
dmr_rasher_steneck,5_2_46,2005,5,43.8698,-69.5336,1,2005-05-18,5,5,5,NA,NA,NA,57,54,0,0,2952,4,57,percent_cover,"c(-69.5336, 43.8698)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.5183781735505874,0.496816740630835,0.496816740630835,0.496816740630835,-0.6379430138665446,-0.6796057990545837,-0.6796057990545837,-0.6796057990545837,2005-05-18,5,2005,2005,-5.55294358135734,dmr_rasher_steneck 5_2_46,3
dmr_rasher_steneck,5_2_46,2009,5,43.86489,-69.53466,1,2009-05-11,5,5,5,NA,NA,NA,13.5,54,0,0,2952,4,13.5,percent_cover,"c(-69.53466, 43.86489)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.12277377794619175,0.11766712278098723,0.11766712278098723,0.11766712278098723,-2.0191085166611127,-2.0583290057789547,-2.0583290057789547,-2.0583290057789547,2009-05-11,5,2009,2009,-1.55294358135734,dmr_rasher_steneck 5_2_46,3
dmr_rasher_steneck,5_2_61,2002,6,44.495928,-67.763393,1,2002-06-25,5,5,5,NA,NA,NA,87.5,54,0,0,2952,4,87.5,percent_cover,"c(-67.763393, 44.495928)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7957559681697614,0.7626572772841765,0.7626572772841765,0.7626572772841765,-0.21597435133944937,-0.257919695743052,-0.257919695743052,-0.257919695743052,2002-06-25,6,2002,2002,-8.55294358135734,dmr_rasher_steneck 5_2_61,3
dmr_rasher_steneck,5_2_61,2003,6,44.49585,-67.75206,1,2003-06-23,5,5,5,NA,NA,NA,96,54,0,0,2952,4,96,percent_cover,"c(-67.75206, 44.49585)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8730579765062524,0.8367439842203537,0.8367439842203537,0.8367439842203537,-0.12436442197612854,-0.1663568918617772,-0.1663568918617772,-0.1663568918617772,2003-06-23,6,2003,2003,-7.55294358135734,dmr_rasher_steneck 5_2_61,3
dmr_rasher_steneck,5_2_61,2006,6,44.4994,-67.7582,1,2006-06-29,5,5,5,NA,NA,NA,44,54,0,0,2952,4,44,percent_cover,"c(-67.7582, 44.4994)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.4001515725653657,0.38350765943432874,0.38350765943432874,0.38350765943432874,-0.8912284984181739,-0.9326547464238286,-0.9326547464238286,-0.9326547464238286,2006-06-29,6,2006,2006,-4.55294358135734,dmr_rasher_steneck 5_2_61,3
dmr_rasher_steneck,5_2_62,2002,6,44.486357,-67.676289,1,2002-06-25,5,5,5,NA,NA,NA,92.5,54,0,0,2952,4,92.5,percent_cover,"c(-67.676289, 44.486357)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8412277377794619,0.8062376931289865,0.8062376931289865,0.8062376931289865,-0.1610755742486919,-0.20304967583565156,-0.20304967583565156,-0.20304967583565156,2002-06-25,6,2002,2002,-8.55294358135734,dmr_rasher_steneck 5_2_62,4
dmr_rasher_steneck,5_2_62,2007,6,44.4862,-67.6638,1,2007-06-18,5,5,5,NA,NA,NA,75,54,0,0,2952,4,75,percent_cover,"c(-67.6638, 44.4862)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6820765441455097,0.6537062376721513,0.6537062376721513,0.6537062376721513,-0.3680587165545891,-0.4099156405436228,-0.4099156405436228,-0.4099156405436228,2007-06-18,6,2007,2007,-3.55294358135734,dmr_rasher_steneck 5_2_62,4
dmr_rasher_steneck,5_2_62,2014,6,44.4896,-67.6678,1,2014-06-09,5,5,5,NA,NA,NA,43.5,54,0,0,2952,4,43.5,percent_cover,"c(-67.6678, 44.4896)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.39560439560439564,0.37914961784984774,0.37914961784984774,0.37914961784984774,-0.9023769894749427,-0.9437913875896909,-0.9437913875896909,-0.9437913875896909,2014-06-09,6,2014,2014,3.44705641864266,dmr_rasher_steneck 5_2_62,4
dmr_rasher_steneck,5_2_62,2016,6,44.489000000000004,-67.6705,1,2016-06-04,5,5,5,NA,NA,NA,22,54,0,0,2952,4,22,percent_cover,"c(-67.6705, 44.489)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.20007578628268285,0.19175382971716437,0.19175382971716437,0.19175382971716437,-1.5602869263083459,-1.6007069895232013,-1.6007069895232013,-1.6007069895232013,2016-06-04,6,2016,2016,5.44705641864266,dmr_rasher_steneck 5_2_62,4
dmr_rasher_steneck,5_2_63,2002,6,44.519897,-67.531109,1,2002-06-26,5,5,5,NA,NA,NA,61.5,54,0,0,2952,4,61.5,percent_cover,"c(-67.531109, 44.519897)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.559302766199318,0.5360391148911641,0.5360391148911641,0.5360391148911641,-0.5633428840885163,-0.6050646668083762,-0.6050646668083762,-0.6050646668083762,2002-06-26,6,2002,2002,-8.55294358135734,dmr_rasher_steneck 5_2_63,3
dmr_rasher_steneck,5_2_63,2004,6,44.5155,-67.5307,1,2004-06-24,5,5,5,NA,NA,NA,94,54,0,0,2952,4,94,percent_cover,"c(-67.5307, 44.5155)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8548692686623721,0.8193118178824296,0.8193118178824296,0.8193118178824296,-0.14517691796659377,-0.18715905719551387,-0.18715905719551387,-0.18715905719551387,2004-06-24,6,2004,2004,-6.55294358135734,dmr_rasher_steneck 5_2_63,3
dmr_rasher_steneck,5_2_63,2014,6,44.5199,-67.5311,1,2014-06-10,5,5,5,NA,NA,NA,78,54,0,0,2952,4,78,percent_cover,"c(-67.5311, 44.5199)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7093596059113301,0.6798544871790373,0.6798544871790373,0.6798544871790373,-0.3293938989894072,-0.3712745917771867,-0.3712745917771867,-0.3712745917771867,2014-06-10,6,2014,2014,3.44705641864266,dmr_rasher_steneck 5_2_63,3
dmr_rasher_steneck,5_2_68,2003,6,44.16448,-69.05934,1,2003-06-02,5,5,5,NA,NA,NA,2,54,0,0,2952,4,2,percent_cover,"c(-69.05934, 44.16448)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.01818870784388026,0.017432166337924035,0.017432166337924035,0.017432166337924035,-3.568833812300074,-3.5960390001943767,-3.5960390001943767,-3.5960390001943767,2003-06-02,6,2003,2003,-7.55294358135734,dmr_rasher_steneck 5_2_68,4
dmr_rasher_steneck,5_2_68,2012,5,44.17202,-69.0609,1,2012-05-09,5,5,5,NA,NA,NA,3,54,0,0,2952,4,3,percent_cover,"c(-69.0609, 44.17202)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.027283061765820387,0.026148249506886052,0.026148249506886052,0.026148249506886052,-3.28921616362565,-3.320126754595826,-3.320126754595826,-3.320126754595826,2012-05-09,5,2012,2012,1.44705641864266,dmr_rasher_steneck 5_2_68,4
dmr_rasher_steneck,5_2_68,2016,5,44.1719,-69.0611,1,2016-05-18,5,5,5,NA,NA,NA,2,54,0,0,2952,4,2,percent_cover,"c(-69.0611, 44.1719)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.01818870784388026,0.017432166337924035,0.017432166337924035,0.017432166337924035,-3.568833812300074,-3.5960390001943767,-3.5960390001943767,-3.5960390001943767,2016-05-18,5,2016,2016,5.44705641864266,dmr_rasher_steneck 5_2_68,4
dmr_rasher_steneck,5_2_68,2017,5,44.1722,-69.057,1,2017-05-09,5,5,5,NA,NA,NA,5,54,0,0,2952,4,5,percent_cover,"c(-69.057, 44.1722)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.045471769609700646,0.04358041584481009,0.04358041584481009,0.04358041584481009,-2.8918810433200037,-2.9265716537011284,-2.9265716537011284,-2.9265716537011284,2017-05-09,5,2017,2017,6.44705641864266,dmr_rasher_steneck 5_2_68,4
dmr_rasher_steneck,5_2_82,2004,6,44.1457,-68.578,1,2004-06-04,5,5,5,NA,NA,NA,2.5,54,0,0,2952,4,2.5,percent_cover,"c(-68.578, 44.1457)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.022735884804850323,0.021790207922405044,0.021790207922405044,0.021790207922405044,-3.419283408132531,-3.4485969635836446,-3.4485969635836446,-3.4485969635836446,2004-06-04,6,2004,2004,-6.55294358135734,dmr_rasher_steneck 5_2_82,3
dmr_rasher_steneck,5_2_82,2011,5,44.14128,-68.58426,1,2011-05-31,5,5,5,NA,NA,NA,4,54,0,0,2952,4,4,percent_cover,"c(-68.58426, 44.14128)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.03637741568776052,0.03486433267584807,0.03486433267584807,0.03486433267584807,-3.0709426691090767,-3.104112172390477,-3.104112172390477,-3.104112172390477,2011-05-31,5,2011,2011,0.44705641864266,dmr_rasher_steneck 5_2_82,3
dmr_rasher_steneck,5_2_82,2014,5,44.1491,-68.5842,1,2014-05-13,5,5,5,NA,NA,NA,11,54,0,0,2952,4,11,percent_cover,"c(-68.5842, 44.1491)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.10003789314134143,0.09587691485858219,0.09587691485858219,0.09587691485858219,-2.206930489407298,-2.2454780401419963,-2.2454780401419963,-2.2454780401419963,2014-05-13,5,2014,2014,3.44705641864266,dmr_rasher_steneck 5_2_82,3
dmr_rasher_steneck,5_2_85,2004,6,44.4174,-68.1349,1,2004-06-16,5,5,5,NA,NA,NA,54.5,54,0,0,2952,4,54.5,percent_cover,"c(-68.1349, 44.4174)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.49564228874573707,0.4750265327084299,0.4750265327084299,0.4750265327084299,-0.6819257989317181,-0.7235516829256867,-0.7235516829256867,-0.7235516829256867,2004-06-16,6,2004,2004,-6.55294358135734,dmr_rasher_steneck 5_2_85,3
dmr_rasher_steneck,5_2_85,2009,6,44.41286,-68.1314,1,2009-06-05,5,5,5,NA,NA,NA,70.5,54,0,0,2952,4,70.5,percent_cover,"c(-68.1314, 44.41286)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6411519514967791,0.6144838634118222,0.6144838634118222,0.6144838634118222,-0.429012251572564,-0.47082978896279737,-0.47082978896279737,-0.47082978896279737,2009-06-05,6,2009,2009,-1.55294358135734,dmr_rasher_steneck 5_2_85,3
dmr_rasher_steneck,5_2_85,2016,5,44.4123,-68.1319,1,2016-05-22,5,5,5,NA,NA,NA,50,54,0,0,2952,4,50,percent_cover,"c(-68.1319, 44.4123)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.45471769609700646,0.43580415844810083,0.43580415844810083,0.43580415844810083,-0.7663251629254734,-0.8078755300162236,-0.8078755300162236,-0.8078755300162236,2016-05-22,5,2016,2016,5.44705641864266,dmr_rasher_steneck 5_2_85,3
dmr_rasher_steneck,5_2_89,2004,6,44.5296,-67.5366,1,2004-06-24,5,5,5,NA,NA,NA,98,54,0,0,2952,4,98,percent_cover,"c(-67.5366, 44.5296)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8912466843501327,0.8541761505582777,0.8541761505582777,0.8541761505582777,-0.10397626933550681,-0.145978652997399,-0.145978652997399,-0.145978652997399,2004-06-24,6,2004,2004,-6.55294358135734,dmr_rasher_steneck 5_2_89,4
dmr_rasher_steneck,5_2_89,2006,6,44.5328,-67.5302,1,2006-06-30,5,5,5,NA,NA,NA,76,54,0,0,2952,4,76,percent_cover,"c(-67.5302, 44.5328)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6911708980674498,0.6624223208411133,0.6624223208411133,0.6624223208411133,-0.3550036298376193,-0.3968686822206648,-0.3968686822206648,-0.3968686822206648,2006-06-30,6,2006,2006,-4.55294358135734,dmr_rasher_steneck 5_2_89,4
dmr_rasher_steneck,5_2_89,2011,6,44.53276,-67.53652,1,2011-06-09,5,5,5,NA,NA,NA,56.5,54,0,0,2952,4,56.5,percent_cover,"c(-67.53652, 44.53276)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.5138309965896173,0.492458699046354,0.492458699046354,0.492458699046354,-0.6465861722759932,-0.688241833379297,-0.688241833379297,-0.688241833379297,2011-06-09,6,2011,2011,0.44705641864266,dmr_rasher_steneck 5_2_89,4
dmr_rasher_steneck,5_2_89,2014,6,44.5328,-67.5365,1,2014-06-10,5,5,5,NA,NA,NA,79,54,0,0,2952,4,79,percent_cover,"c(-67.5365, 44.5328)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7184539598332702,0.6885705703479993,0.6885705703479993,0.6885705703479993,-0.316830853925639,-0.3587190741099836,-0.3587190741099836,-0.3587190741099836,2014-06-10,6,2014,2014,3.44705641864266,dmr_rasher_steneck 5_2_89,4
dmr_rasher_steneck,5_2_9,2001,6,43.82462,-69.63938,1,2001-06-05,5,5,5,NA,NA,NA,2.8,54,0,0,2952,4,2.8,percent_cover,"c(-69.63938, 43.82462)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.02546419098143236,0.024405032873093646,0.024405032873093646,0.024405032873093646,-3.339231796334159,-3.36955242085384,-3.36955242085384,-3.36955242085384,2001-06-05,6,2001,2001,-9.55294358135734,dmr_rasher_steneck 5_2_9,3
dmr_rasher_steneck,5_2_9,2008,5,43.82497,-69.64226,1,2008-05-07,5,5,5,NA,NA,NA,62,54,0,0,2952,4,62,percent_cover,"c(-69.64226, 43.82497)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.563849943160288,0.540397156475645,0.540397156475645,0.540397156475645,-0.5553873399052371,-0.5971151586633306,-0.5971151586633306,-0.5971151586633306,2008-05-07,5,2008,2008,-2.55294358135734,dmr_rasher_steneck 5_2_9,3
dmr_rasher_steneck,5_2_9,2012,5,43.82947,-69.6401,1,2012-05-03,5,5,5,NA,NA,NA,62.5,54,0,0,2952,4,62.5,percent_cover,"c(-69.6401, 43.82947)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.5683971201212581,0.5447551980601261,0.5447551980601261,0.5447551980601261,-0.5474945871934456,-0.5892283471184683,-0.5892283471184683,-0.5892283471184683,2012-05-03,5,2012,2012,1.44705641864266,dmr_rasher_steneck 5_2_9,3
dmr_rasher_steneck,5_2_93,2005,5,43.8711,-69.2962,1,2005-05-28,5,5,5,NA,NA,NA,82,54,0,0,2952,4,82,percent_cover,"c(-69.2962, 43.8711)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7457370215990906,0.7147188198548854,0.7147188198548854,0.7147188198548854,-0.28006181834585625,-0.32197153403770074,-0.32197153403770074,-0.32197153403770074,2005-05-28,5,2005,2005,-5.55294358135734,dmr_rasher_steneck 5_2_93,3
dmr_rasher_steneck,5_2_93,2010,5,43.875586,-69.306309,1,2010-05-13,5,5,5,NA,NA,NA,49,54,0,0,2952,4,49,percent_cover,"c(-69.306309, 43.875586)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.44562334217506633,0.42708807527913883,0.42708807527913883,0.42708807527913883,-0.7860888147990767,-0.8276205589328772,-0.8276205589328772,-0.8276205589328772,2010-05-13,5,2010,2010,-0.55294358135734,dmr_rasher_steneck 5_2_93,3
dmr_rasher_steneck,5_2_93,2013,5,43.87561,-69.2948,1,2013-05-06,5,5,5,NA,NA,NA,15,54,0,0,2952,4,15,percent_cover,"c(-69.2948, 43.87561)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.13641530882910194,0.13074124753443025,0.13074124753443025,0.13074124753443025,-1.921308114417036,-1.9608321983759414,-1.9608321983759414,-1.9608321983759414,2013-05-06,5,2013,2013,2.44705641864266,dmr_rasher_steneck 5_2_93,3
dmr_rasher_steneck,5_3_10,2001,7,44.13106,-68.40311,1,2001-07-05,5,5,5,NA,NA,NA,67,54,0,0,2952,4,67,percent_cover,"c(-68.40311, 44.13106)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6093217127699887,0.5839775723204551,0.5839775723204551,0.5839775723204551,-0.47913041147188445,-0.5209137173685778,-0.5209137173685778,-0.5209137173685778,2001-07-05,7,2001,2001,-9.55294358135734,dmr_rasher_steneck 5_3_10,3
dmr_rasher_steneck,5_3_10,2004,6,44.1355,-68.4031,1,2004-06-08,5,5,5,NA,NA,NA,87,54,0,0,2952,4,87,percent_cover,"c(-68.4031, 44.1355)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7912087912087913,0.7582992356996955,0.7582992356996955,0.7582992356996955,-0.221633702698511,-0.26357599190313935,-0.26357599190313935,-0.26357599190313935,2004-06-08,6,2004,2004,-6.55294358135734,dmr_rasher_steneck 5_3_10,3
dmr_rasher_steneck,5_3_10,2013,5,44.13053,-68.4135,1,2013-05-15,5,5,5,NA,NA,NA,79,54,0,0,2952,4,79,percent_cover,"c(-68.4135, 44.13053)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7184539598332702,0.6885705703479993,0.6885705703479993,0.6885705703479993,-0.316830853925639,-0.3587190741099836,-0.3587190741099836,-0.3587190741099836,2013-05-15,5,2013,2013,2.44705641864266,dmr_rasher_steneck 5_3_10,3
dmr_rasher_steneck,5_3_101,2005,6,44.6005,-67.4467,1,2005-06-22,5,5,5,NA,NA,NA,86.5,54,0,0,2952,4,86.5,percent_cover,"c(-67.4467, 44.6005)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7866616142478212,0.7539411941152144,0.7539411941152144,0.7539411941152144,-0.22732526469314218,-0.26926446383142433,-0.26926446383142433,-0.26926446383142433,2005-06-22,6,2005,2005,-5.55294358135734,dmr_rasher_steneck 5_3_101,4
dmr_rasher_steneck,5_3_101,2009,6,44.60376,-67.4427,1,2009-06-11,5,5,5,NA,NA,NA,86.5,54,0,0,2952,4,86.5,percent_cover,"c(-67.4427, 44.60376)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.7866616142478212,0.7539411941152144,0.7539411941152144,0.7539411941152144,-0.22732526469314218,-0.26926446383142433,-0.26926446383142433,-0.26926446383142433,2009-06-11,6,2009,2009,-1.55294358135734,dmr_rasher_steneck 5_3_101,4
dmr_rasher_steneck,5_3_101,2014,6,44.6038,-67.4427,1,2014-06-10,5,5,5,NA,NA,NA,67,54,0,0,2952,4,67,percent_cover,"c(-67.4427, 44.6038)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6093217127699887,0.5839775723204551,0.5839775723204551,0.5839775723204551,-0.47913041147188445,-0.5209137173685778,-0.5209137173685778,-0.5209137173685778,2014-06-10,6,2014,2014,3.44705641864266,dmr_rasher_steneck 5_3_101,4
dmr_rasher_steneck,5_3_101,2018,5,44.6006,-67.4466,1,2018-05-21,5,5,5,NA,NA,NA,35.5,54,0,0,2952,4,35.5,percent_cover,"c(-67.4466, 44.6006)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.32284956422887456,0.3094209524981516,0.3094209524981516,0.3094209524981516,-1.1000646501480147,-1.1412454457968906,-1.1412454457968906,-1.1412454457968906,2018-05-21,5,2018,2018,7.44705641864266,dmr_rasher_steneck 5_3_101,4
dmr_rasher_steneck,5_3_122,2006,7,44.5962,-67.4593,1,2006-07-01,5,5,5,NA,NA,NA,84.5,54,0,0,2952,4,84.5,percent_cover,"c(-67.4593, 44.5962)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.768472906403941,0.7365090277772904,0.7365090277772904,0.7365090277772904,-0.25042109062077483,-0.29234756860342476,-0.29234756860342476,-0.29234756860342476,2006-07-01,7,2006,2006,-4.55294358135734,dmr_rasher_steneck 5_3_122,5
dmr_rasher_steneck,5_3_122,2010,6,44.5996,-67.451046,1,2010-06-09,5,5,5,NA,NA,NA,90,54,0,0,2952,4,90,percent_cover,"c(-67.451046, 44.5996)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8184918529746116,0.7844474852065815,0.7844474852065815,0.7844474852065815,-0.1881482756284288,-0.23010839310486816,-0.23010839310486816,-0.23010839310486816,2010-06-09,6,2010,2010,-0.55294358135734,dmr_rasher_steneck 5_3_122,5
dmr_rasher_steneck,5_3_122,2011,6,44.59653,-67.4561,1,2011-06-09,5,5,5,NA,NA,NA,63,54,0,0,2952,4,63,percent_cover,"c(-67.4561, 44.59653)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.5729442970822282,0.5491132396446071,0.5491132396446071,0.5491132396446071,-0.5396636425098912,-0.581403250949805,-0.581403250949805,-0.581403250949805,2011-06-09,6,2011,2011,0.44705641864266,dmr_rasher_steneck 5_3_122,5
dmr_rasher_steneck,5_3_122,2014,6,44.5985,-67.4618,1,2014-06-10,5,5,5,NA,NA,NA,59.5,54,0,0,2952,4,59.5,percent_cover,"c(-67.4618, 44.5985)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.5411140583554377,0.51860694855324,0.51860694855324,0.51860694855324,-0.595813488791316,-0.6375101316973619,-0.6375101316973619,-0.6375101316973619,2014-06-10,6,2014,2014,3.44705641864266,dmr_rasher_steneck 5_3_122,5
dmr_rasher_steneck,5_3_122,2015,6,44.6003,-67.4537,1,2015-06-07,5,5,5,NA,NA,NA,85,54,0,0,2952,4,85,percent_cover,"c(-67.4537, 44.6003)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.773020083364911,0.7408670693617715,0.7408670693617715,0.7408670693617715,-0.24459693406751049,-0.2865266477297206,-0.2865266477297206,-0.2865266477297206,2015-06-07,6,2015,2015,4.44705641864266,dmr_rasher_steneck 5_3_122,5
dmr_rasher_steneck,5_3_125,2006,7,44.6413,-67.2454,1,2006-07-01,5,5,5,NA,NA,NA,47.5,54,0,0,2952,4,47.5,percent_cover,"c(-67.2454, 44.6413)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.4319818112921561,0.4140139505256958,0.4140139505256958,0.4140139505256958,-0.816486548673885,-0.8579889221081994,-0.8579889221081994,-0.8579889221081994,2006-07-01,7,2006,2006,-4.55294358135734,dmr_rasher_steneck 5_3_125,3
