X,study_ID,Study,Site,Latitude,Longitude,max_Depth,mean_Depth,min_Depth,trajectory_ID,sample_size,sample_unit_size_sq_m,year,period,rawDate,sasDate,biomass_KG_wet_per_sq_m,Stipe_Density_num_per_sq_m,individual_per_sq_m,percent_cover,biomass_KG_wet_per_sq_m_STD,Stipe_Density_num_per_sq_m_STD,individual_per_sq_m_STD,percent_cover_STD,focalKelp,focalKelp_STD,focalUnit,elapsed,ROC,len,ECOREGION,PROVINCE,REALM,StudySite,Date,DaysSince1900,YearsSince1900,Decade,stdByECOREGION,stdByECOREGIONZ,ln_stdByECOREGION,stdByREALM,stdByREALMZ,ln_stdByREALM,stdByPROVINCE,stdByPROVINCEZ,ln_stdByPROVINCE,realLatByRealm,num_years,ProvinceSite,EcoregionSite,julian,meanjul,SiteN,StudyN,ProvinceN,EcoregionN
8731,28,steneck_gom,York - york a,43.112,-70.736,10,10,10,15,30,1,1999,4,14457,1999-08-01,NA,NA,NA,38.83333,NA,NA,NA,27.313110000000002,38.833333333,27.313105776,1,365,-0.153233172,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york a-28-15,19990801,36371,99.5783709787817,1990,0.664532113131352,2.22908908611241,-0.383246976871518,0.143827160492593,0.84038317320075,-1.91371787630329,0.508733624449782,1.93836489674792,-0.650405632191042,1.80898000000001,7,Cold Temperate Northwest Atlantic:York - york a,Gulf of Maine/Bay of Fundy:York - york a,10804,10987,834,61,5,10
8732,28,steneck_gom,York - york a,43.112,-70.736,10,10,10,15,38,1,2000,5,14823,2000-08-01,NA,NA,NA,33.10526,NA,NA,NA,19.09831,33.105263158,19.098308222,1,366,-0.159259685,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york a-28-15,20000801,36737,100.580424366872,2000,0.566510999545341,1.90028963430928,-0.538499342377684,0.12261208577037,0.716423333114285,-2.06897024180945,0.433693403816594,1.6524484121104,-0.805657997697209,1.80898000000001,7,Cold Temperate Northwest Atlantic:York - york a,Gulf of Maine/Bay of Fundy:York - york a,11170,10987,834,61,5,10
8733,28,steneck_gom,York - york a,43.112,-70.736,10,10,10,15,30,1,2001,6,15188,2001-08-01,NA,NA,NA,44.36667,NA,NA,NA,31.62767,44.366666667,31.627665032,1,365,0.2929967045,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york a-28-15,20010801,37102,101.579739904175,2000,0.759220809091902,2.54671036365955,-0.253173438569947,0.164320987655556,0.960128758410475,-1.78364433800172,0.581222707427948,2.21456109666353,-0.520332093889472,1.80898000000001,7,Cold Temperate Northwest Atlantic:York - york a,Gulf of Maine/Bay of Fundy:York - york a,11535,10987,834,61,5,10
8734,28,steneck_gom,York - york a,43.112,-70.736,10,10,10,15,30,1,2002,7,15553,2002-08-01,NA,NA,NA,44.36667,NA,NA,NA,31.62767,44.366666667,31.627665032,1,365,0,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york a-28-15,20020801,37467,102.579055441478,2000,0.759220809091902,2.54671036365955,-0.253173438569947,0.164320987655556,0.960128758410475,-1.78364433800172,0.581222707427948,2.21456109666353,-0.520332093889472,1.80898000000001,7,Cold Temperate Northwest Atlantic:York - york a,Gulf of Maine/Bay of Fundy:York - york a,11900,10987,834,61,5,10
8735,28,steneck_gom,York - york a,43.112,-70.736,10,10,10,15,24,1,2003,8,15918,2003-08-01,NA,NA,NA,41.95833,NA,NA,NA,30.04703,41.958333333,30.047034385,1,365,-0.055849601,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york a-28-15,20030801,37832,103.578370978782,2000,0.718008409789376,2.40846857265733,-0.30772040590535,0.155401234566667,0.908010574478215,-1.83819130533712,0.549672489078603,2.09434919638027,-0.574879061224875,1.80898000000001,7,Cold Temperate Northwest Atlantic:York - york a,Gulf of Maine/Bay of Fundy:York - york a,12265,10987,834,61,5,10
8736,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,40,1,1996,1,13362,1996-08-01,NA,NA,NA,10.65,NA,NA,NA,11.83552,10.65,11.835518036,1,NA,NA,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,19960801,35276,96.580424366872,1990,0.182247219010549,0.611325290145088,-1.6126448795549,0.0394444444444444,0.2304741835536,-3.14311577898667,0.139519650655022,0.53159449314702,-1.87980353487442,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,9709,10987,835,61,5,10
8737,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,23,1,1997,2,13727,1997-08-01,NA,NA,NA,14.73913,NA,NA,NA,16.07714,14.739130435,16.077136197,1,365,0.325168565,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,19970801,35641,97.5797399041752,1990,0.252222115719483,0.84604724785565,-1.31180106365617,0.0545893719814815,0.318966108290765,-2.84227196308794,0.193089045,0.735703340189825,-1.5789597189757,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,10074,10987,835,61,5,10
8738,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,23,1,1998,3,14092,1998-08-01,NA,NA,NA,14.26087,NA,NA,NA,10.52796,14.260869565,10.527960138,1,365,-0.033009092,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,19980801,36006,98.5790554414784,1990,0.244037917266988,0.818594387281209,-1.34265905204413,0.0528180354259259,0.308616175564109,-2.8731299514759,0.186823618755459,0.711830960398304,-1.60981770736366,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,10439,10987,835,61,5,10
8739,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,30,1,1999,4,14457,1999-08-01,NA,NA,NA,16.56667,NA,NA,NA,22.62541,16.566666667,22.625410392,1,365,0.1499759049,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,19990801,36371,99.5783709787817,1990,0.283495674022113,0.950950451355937,-1.20194789266842,0.0613580246925926,0.358515396646147,-2.73241879210019,0.217030567689956,0.826924767134224,-1.46910654798795,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,10804,10987,835,61,5,10
8740,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,34,1,2000,5,14823,2000-08-01,NA,NA,NA,4.647059,NA,NA,NA,9.540607,4.6470588235,9.5406065271,1,366,-1.268553304,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,20000801,36737,100.580424366872,2000,0.079522398794489,0.266747848225111,-2.33681621216019,0.0172113289759259,0.100565923781382,-3.86728711159196,0.060878499871179,0.231957829098861,-2.60397486747972,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,11170,10987,835,61,5,10
8741,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,30,1,2001,6,15188,2001-08-01,NA,NA,NA,3.066667,NA,NA,NA,11.07322,3.0666666667,11.073215069,1,365,-0.415928,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,20010801,37102,101.579739904175,2000,0.0524780724543122,0.176031069464662,-2.66512739648731,0.0113580246914815,0.0663650231210069,-4.19559829591908,0.0401746724895197,0.153072592707535,-2.93228605180683,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,11535,10987,835,61,5,10
8742,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,30,1,2002,7,15553,2002-08-01,NA,NA,NA,3.066667,NA,NA,NA,11.07322,3.0666666667,11.073215069,1,365,0,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,20020801,37467,102.579055441478,2000,0.0524780724543122,0.176031069464662,-2.66512739648731,0.0113580246914815,0.0663650231210069,-4.19559829591908,0.0401746724895197,0.153072592707535,-2.93228605180683,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,11900,10987,835,61,5,10
8743,28,steneck_gom,York - york b,43.118,-70.63,10,10,10,16,24,1,2003,8,15918,2003-08-01,NA,NA,NA,4.041667,NA,NA,NA,7.474473,4.0416666667,7.474473468,1,365,0.276255039,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york b-28-16,20030801,37832,103.578370978782,2000,0.0691626770116159,0.231997469266677,-2.4502143443112,0.0149691358025926,0.0874647723195759,-3.98068524374297,0.0529475982537118,0.201739694192825,-2.71737299963072,1.81498000000001,7,Cold Temperate Northwest Atlantic:York - york b,Gulf of Maine/Bay of Fundy:York - york b,12265,10987,835,61,5,10
8744,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,43,1,1996,1,13362,1996-08-01,NA,NA,NA,23.76744,NA,NA,NA,21.12867,23.76744186,21.128672923,1,NA,NA,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,19960801,35276,96.580424366872,1990,0.40671832694647,1.36428528554657,-0.858421097135421,0.0880275624444445,0.514345704961612,-2.38889199656719,0.311363867161572,1.18635128722704,-1.12557975245495,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,9709,10987,836,61,5,10
8745,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,16,1,1997,2,13727,1997-08-01,NA,NA,NA,44.1875,NA,NA,NA,26.08248,44.1875,26.082481349,1,365,0.6205500319,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,19970801,35641,97.5797399041752,1990,0.756154834744472,2.53642593974517,-0.257130559647622,0.163657407407407,0.956251454063353,-1.78760145907939,0.578875545851528,2.20561799680131,-0.524289214967146,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,10074,10987,836,61,5,10
8746,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,23,1,1998,3,14092,1998-08-01,NA,NA,NA,28.21739,NA,NA,NA,16.04243,28.217391304,16.042433849,1,365,-0.448810637,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,19980801,36006,98.5790554414784,1990,0.482867708252248,1.61971877239956,-0.69318693498451,0.104508856681481,0.610646030310034,-2.22365783441628,0.369660148087336,1.40847040640197,-0.960345590304035,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,10439,10987,836,61,5,10
8747,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,19,1,1999,4,14457,1999-08-01,NA,NA,NA,18.15789,NA,NA,NA,9.459053,18.157894737,9.4590530293,1,365,-0.441135003,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,19990801,36371,99.5783709787817,1990,0.31072542900512,1.04228922709113,-1.11523617108806,0.0672514619888889,0.392950794794581,-2.64570707051983,0.237876350266376,0.906350877871592,-1.38239482640759,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,10804,10987,836,61,5,10
8748,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,34,1,2000,5,14823,2000-08-01,NA,NA,NA,13.41176,NA,NA,NA,8.914128,13.411764706,8.9141278642,1,366,-0.302352306,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,20000801,36737,100.580424366872,2000,0.229507682600219,0.76985454931954,-1.39990619306993,0.0496732026148148,0.290240893955713,-2.9303770925017,0.17569997431441,0.669447911839733,-1.66706484838946,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,11170,10987,836,61,5,10
8749,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,30,1,2001,6,15188,2001-08-01,NA,NA,NA,34.2,NA,NA,NA,24.33587,34.2,24.335868235,1,365,0.936734519,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,20010801,37102,101.579739904175,2000,0.585244590625424,1.96312910074761,-0.506904976962554,0.126666666666667,0.740114279580576,-2.03737587639432,0.448034934497817,1.70709217517635,-0.774063632282078,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,11535,10987,836,61,5,10
8750,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,30,1,2002,7,15553,2002-08-01,NA,NA,NA,34.2,NA,NA,NA,24.33587,34.2,24.335868235,1,365,0,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,20020801,37467,102.579055441478,2000,0.585244590625424,1.96312910074761,-0.506904976962554,0.126666666666667,0.740114279580576,-2.03737587639432,0.448034934497817,1.70709217517635,-0.774063632282078,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,11900,10987,836,61,5,10
8751,28,steneck_gom,York - york c,43.134,-70.621,10,10,10,17,21,1,2003,8,15918,2003-08-01,NA,NA,NA,37.19048,NA,NA,NA,22.91859,37.19047619,22.918592993,1,365,0.0838844838,8,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york c-28-17,20030801,37832,103.578370978782,2000,0.636418860028688,2.13478672746345,-0.425364889435982,0.137742504407407,0.804830482240362,-1.95583578886775,0.487211478471616,1.85636172207693,-0.692523544755507,1.83098,7,Cold Temperate Northwest Atlantic:York - york c,Gulf of Maine/Bay of Fundy:York - york c,12265,10987,836,61,5,10
8752,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,37,1,1996,1,13362,1996-08-01,NA,NA,NA,22.45946,NA,NA,NA,20.22044,22.459459459,20.220444267,1,NA,NA,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,19960801,35276,96.580424366872,1990,0.384335589378677,1.2892052178662,-0.912677257570065,0.0831831831814815,0.486039960738799,-2.44314815700183,0.294228726537118,1.12106337722659,-1.17983591288959,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,9709,11013.1428571429,837,61,5,10
8753,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,19,1,1997,2,13727,1997-08-01,NA,NA,NA,19.47368,NA,NA,NA,28.47488,19.473684211,28.474878638,1,365,-0.14274556,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,19970801,35641,97.5797399041752,1990,0.333241764445482,1.11781743197027,-1.04881069509146,0.072124756337037,0.421425490076137,-2.57928159452323,0.255113766956332,0.972028477732551,-1.31596935041099,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,10074,11013.1428571429,837,61,5,10
8754,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,20,1,1998,3,14092,1998-08-01,NA,NA,NA,5.95,NA,NA,NA,7.612144,5.95,7.6121440371,1,365,-1.186484912,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,19980801,36006,98.5790554414784,1990,0.101818868836879,0.341538542381528,-2.1292093999899,0.022037037037037,0.128762572032293,-3.65968029942167,0.0779475982532751,0.296994106499978,-2.39636805530943,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,10439,11013.1428571429,837,61,5,10
8755,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,32,1,2000,4,14823,2000-08-01,NA,NA,NA,8.21875,NA,NA,NA,12.83577,8.21875,12.83577253,1,731,0.1614029806,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,20000801,36737,100.580424366872,2000,0.140642660210605,0.47176804961314,-1.84671160602651,0.0304398148148148,0.177860065359733,-3.37718250545828,0.107669213973799,0.410238708033058,-2.11387026134604,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,11170,11013.1428571429,837,61,5,10
8756,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,30,1,2001,5,15188,2001-08-01,NA,NA,NA,21.73333,NA,NA,NA,26.11636,21.733333333,26.116362071,1,365,0.9730950982,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,20010801,37102,101.579739904175,2000,0.371909817818639,1.2475245357386,-0.944118783399961,0.0804938271592593,0.470326033410462,-2.47458968283173,0.284716157200873,1.08481880915975,-1.21127743871949,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,11535,11013.1428571429,837,61,5,10
8757,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,30,1,2002,6,15553,2002-08-01,NA,NA,NA,21.73333,NA,NA,NA,26.11636,21.733333333,26.116362071,1,365,0,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,20020801,37467,102.579055441478,2000,0.371909817818639,1.2475245357386,-0.944118783399961,0.0804938271592593,0.470326033410462,-2.47458968283173,0.284716157200873,1.08481880915975,-1.21127743871949,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,11900,11013.1428571429,837,61,5,10
8758,28,steneck_gom,York - york d,43.141,-70.618,10,10,10,18,25,1,2003,7,15918,2003-08-01,NA,NA,NA,19.76,NA,NA,NA,28.75077,19.76,28.750768106,1,365,-0.095252685,7,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,steneck_gom-York - york d-28-18,20030801,37832,103.578370978782,2000,0.338141319028023,1.13425236932084,-1.03492300126892,0.0731851851851852,0.427621583757666,-2.56539390070069,0.258864628820961,0.986319923435222,-1.30208165658844,1.83798,7,Cold Temperate Northwest Atlantic:York - york d,Gulf of Maine/Bay of Fundy:York - york d,12265,11013.1428571429,837,61,5,10
5984,13,Gagnon_atal_2005,I_le aux Goelands,50.206587,-63.589829,7.5,7.5,7.5,37,1,144,2000,1,14776,2000-06-15,NA,NA,NA,50,NA,NA,NA,NA,50,NA,1,NA,NA,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-I_le aux Goelands-13-37,20000615,36690,100.451745379877,2000,0.655021834061135,4.30934859447257,-0.403284082161804,0.185185185185185,1.08203842043944,-1.66659632627405,0.655021834061135,2.49574879411746,-0.403284082161804,8.903567,2,Cold Temperate Northwest Atlantic:I_le aux Goelands,Gulf of St. Lawrence - Eastern Scotian Shelf:I_le aux Goelands,11123,11439.4,243,21,5,11
5985,13,Gagnon_atal_2005,I_le aux Goelands,50.206587,-63.589829,7.5,7.5,7.5,37,1,144,2000,2,14837,2000-08-15,NA,NA,NA,49,NA,NA,NA,NA,49,NA,1,61,-0.12096785,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-I_le aux Goelands-13-37,20000815,36751,100.618754277892,2000,0.641921397379913,4.22316162258312,-0.423086709457984,0.181481481481481,1.06039765203065,-1.68639895357023,0.641921397379913,2.44583381823511,-0.423086709457984,8.903567,2,Cold Temperate Northwest Atlantic:I_le aux Goelands,Gulf of St. Lawrence - Eastern Scotian Shelf:I_le aux Goelands,11184,11439.4,243,21,5,11
5986,13,Gagnon_atal_2005,I_le aux Goelands,50.206587,-63.589829,7.5,7.5,7.5,37,1,144,2001,3,15141,2001-06-15,NA,NA,NA,52,NA,NA,NA,NA,52,NA,1,304,0.0713960669,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-I_le aux Goelands-13-37,20010615,37055,101.45106091718,2000,0.681222707423581,4.48172253825147,-0.364817801334008,0.192592592592593,1.12531995725702,-1.62813004544625,0.681222707423581,2.59557874588216,-0.364817801334008,8.903567,2,Cold Temperate Northwest Atlantic:I_le aux Goelands,Gulf of St. Lawrence - Eastern Scotian Shelf:I_le aux Goelands,11488,11439.4,243,21,5,11
5987,13,Gagnon_atal_2005,I_le aux Goelands,50.206587,-63.589829,7.5,7.5,7.5,37,1,144,2001,4,15202,2001-08-15,NA,NA,NA,53,NA,NA,NA,NA,53,NA,1,61,0.1140549707,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-I_le aux Goelands-13-37,20010815,37116,101.618069815195,2000,0.694323144104804,4.56790951014093,-0.346125668321855,0.196296296296296,1.1469607256658,-1.6094379124341,0.694323144104804,2.64549372176451,-0.346125668321855,8.903567,2,Cold Temperate Northwest Atlantic:I_le aux Goelands,Gulf of St. Lawrence - Eastern Scotian Shelf:I_le aux Goelands,11549,11439.4,243,21,5,11
5988,13,Gagnon_atal_2005,I_le aux Goelands,50.206587,-63.589829,7.5,7.5,7.5,37,1,144,2002,5,15506,2002-06-15,NA,NA,NA,58,NA,NA,NA,NA,58,NA,1,304,0.1083147637,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-I_le aux Goelands-13-37,20020615,37420,102.450376454483,2000,0.759825327510917,4.99884436958818,-0.25757227098041,0.21481481481481501,1.25516456770975,-1.52088451509266,0.759825327510917,2.89506860117626,-0.25757227098041,8.903567,2,Cold Temperate Northwest Atlantic:I_le aux Goelands,Gulf of St. Lawrence - Eastern Scotian Shelf:I_le aux Goelands,11853,11439.4,243,21,5,11
5989,13,Gagnon_atal_2005,PetiteI_le au Marteau,50.206587,-63.589829,7.5,7.5,7.5,38,1,144,2000,1,14776,2000-06-15,NA,NA,NA,69,NA,NA,NA,NA,69,NA,1,NA,NA,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-PetiteI_le au Marteau-13-38,20000615,36690,100.451745379877,2000,0.903930131004367,5.94690106037215,-0.0866144728367708,0.255555555555556,1.49321302020642,-1.34992671694902,0.903930131004367,3.4441333358821,-0.0866144728367708,8.903567,2,Cold Temperate Northwest Atlantic:PetiteI_le au Marteau,Gulf of St. Lawrence - Eastern Scotian Shelf:PetiteI_le au Marteau,11123,11439.4,244,21,5,11
5990,13,Gagnon_atal_2005,PetiteI_le au Marteau,50.206587,-63.589829,7.5,7.5,7.5,38,1,144,2000,2,14837,2000-08-15,NA,NA,NA,58,NA,NA,NA,NA,58,NA,1,61,-1.039845757,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-PetiteI_le au Marteau-13-38,20000815,36751,100.618754277892,2000,0.759825327510917,4.99884436958818,-0.25757227098041,0.21481481481481501,1.25516456770975,-1.52088451509266,0.759825327510917,2.89506860117626,-0.25757227098041,8.903567,2,Cold Temperate Northwest Atlantic:PetiteI_le au Marteau,Gulf of St. Lawrence - Eastern Scotian Shelf:PetiteI_le au Marteau,11184,11439.4,244,21,5,11
5991,13,Gagnon_atal_2005,PetiteI_le au Marteau,50.206587,-63.589829,7.5,7.5,7.5,38,1,144,2001,3,15141,2001-06-15,NA,NA,NA,80,NA,NA,NA,NA,80,NA,1,304,0.3863763773,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-PetiteI_le au Marteau-13-38,20010615,37055,101.45106091718,2000,1.04803493449782,6.89495775115611,0.0593394397863087,0.296296296296296,1.7312614727031,-1.20397280432594,1.04803493449782,3.99319807058794,0.0593394397863087,8.903567,2,Cold Temperate Northwest Atlantic:PetiteI_le au Marteau,Gulf of St. Lawrence - Eastern Scotian Shelf:PetiteI_le au Marteau,11488,11439.4,244,21,5,11
5992,13,Gagnon_atal_2005,PetiteI_le au Marteau,50.206587,-63.589829,7.5,7.5,7.5,38,1,144,2001,4,15202,2001-08-15,NA,NA,NA,74,NA,NA,NA,NA,74,NA,1,61,-0.466810705,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-PetiteI_le au Marteau-13-38,20010815,37116,101.618069815195,2000,0.96943231441048,6.37783591981941,-0.0176216013498194,0.274074074074074,1.60141686225037,-1.28093384546206,0.96943231441048,3.69370821529385,-0.0176216013498194,8.903567,2,Cold Temperate Northwest Atlantic:PetiteI_le au Marteau,Gulf of St. Lawrence - Eastern Scotian Shelf:PetiteI_le au Marteau,11549,11439.4,244,21,5,11
5993,13,Gagnon_atal_2005,PetiteI_le au Marteau,50.206587,-63.589829,7.5,7.5,7.5,38,1,144,2002,5,15506,2002-06-15,NA,NA,NA,75,NA,NA,NA,NA,75,NA,1,304,0.016127494,5,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gagnon_atal_2005-PetiteI_le au Marteau-13-38,20020615,37420,102.450376454483,2000,0.982532751091703,6.46402289170886,-0.00437637459979878,0.277777777777778,1.62305763065916,-1.26768861871204,0.982532751091703,3.7436231911762,-0.00437637459979878,8.903567,2,Cold Temperate Northwest Atlantic:PetiteI_le au Marteau,Gulf of St. Lawrence - Eastern Scotian Shelf:PetiteI_le au Marteau,11853,11439.4,244,21,5,11
6063,13,Normandeau,Seabrook Station B17,42.892011,-70.808254,4.9,4.9,4.9,60,1,1,1985,1,9297,1985-06-15,NA,NA,2.8,10,NA,NA,NA,NA,2.8,NA,2,NA,NA,27,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B17-13-60,19850615,31211,85.45106091718,1980,0.159241706161137,0.616053843843081,-1.53195041695573,0.11214953271028,0.534676131007515,-1.88254053512272,0.11214953271028,0.534676131007515,-1.88254053512272,1.588991,26,Cold Temperate Northwest Atlantic:Seabrook Station B17,Gulf of Maine/Bay of Fundy:Seabrook Station B17,5644,10392.1111111111,499,39,5,10
